# Assembly name:  ARS-UCD1.2
# Organism name:  Bos taurus (cattle)
# Infraspecific name:  breed=Hereford
# Isolate:  L1 Dominette 01449 registration number 42190680
# Sex:  female
# Taxid:          9913
# BioSample:      SAMN03145444
# BioProject:     PRJNA391427
# Submitter:      USDA ARS
# Date:           2018-04-11
# Synonyms:       bosTau9	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    NKLS02
# Assembly method: Falcon v. FEB-2016
# Expected final version: yes
# Excluded from RefSeq: contaminated
# Assembly anomaly: contaminated
# GenBank assembly accession: GCA_002263795.2
# RefSeq assembly accession: GCF_002263795.1
# RefSeq assembly and GenBank assemblies identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_002263805.2	GCF_002263805.1	Primary Assembly
## GCA_002263815.2	GCF_000001285.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
1	assembled-molecule	1	Chromosome	CM008168.2	=	NC_037328.1	Primary Assembly	158534110	chr1
Leftover_ScbfJmS_709	unplaced-scaffold	na	na	NKLS02001925.1	=	NW_020192009.1	Primary Assembly	18503	chrUn_NW_020192009v1
Leftover_ScbfJmS_71	unplaced-scaffold	na	na	NKLS02001926.1	=	NW_020192010.1	Primary Assembly	57926	chrUn_NW_020192010v1
Leftover_ScbfJmS_712	unplaced-scaffold	na	na	NKLS02001927.1	=	NW_020192011.1	Primary Assembly	50075	chrUn_NW_020192011v1
Leftover_ScbfJmS_713	unplaced-scaffold	na	na	NKLS02001928.1	=	NW_020192012.1	Primary Assembly	747985	chrUn_NW_020192012v1
Leftover_ScbfJmS_714	unplaced-scaffold	na	na	NKLS02001929.1	=	NW_020192013.1	Primary Assembly	38997	chrUn_NW_020192013v1
Leftover_ScbfJmS_715	unplaced-scaffold	na	na	NKLS02001930.1	=	NW_020192014.1	Primary Assembly	9582	chrUn_NW_020192014v1
Leftover_ScbfJmS_716	unplaced-scaffold	na	na	NKLS02001931.1	=	NW_020192015.1	Primary Assembly	10282	chrUn_NW_020192015v1
Leftover_ScbfJmS_717	unplaced-scaffold	na	na	NKLS02001932.1	=	NW_020192016.1	Primary Assembly	25838	chrUn_NW_020192016v1
Leftover_ScbfJmS_718	unplaced-scaffold	na	na	NKLS02001933.1	=	NW_020192017.1	Primary Assembly	11261	chrUn_NW_020192017v1
Leftover_ScbfJmS_719	unplaced-scaffold	na	na	NKLS02001934.1	=	NW_020192018.1	Primary Assembly	28011	chrUn_NW_020192018v1
Leftover_ScbfJmS_72	unplaced-scaffold	na	na	NKLS02001935.1	=	NW_020192019.1	Primary Assembly	12219	chrUn_NW_020192019v1
Leftover_ScbfJmS_720	unplaced-scaffold	na	na	NKLS02001936.1	=	NW_020192020.1	Primary Assembly	6096	chrUn_NW_020192020v1
Leftover_ScbfJmS_721	unplaced-scaffold	na	na	NKLS02001937.1	=	NW_020192021.1	Primary Assembly	6475	chrUn_NW_020192021v1
Leftover_ScbfJmS_722	unplaced-scaffold	na	na	NKLS02001938.1	=	NW_020192022.1	Primary Assembly	9970	chrUn_NW_020192022v1
Leftover_ScbfJmS_723	unplaced-scaffold	na	na	NKLS02001939.1	=	NW_020192023.1	Primary Assembly	33993	chrUn_NW_020192023v1
Leftover_ScbfJmS_724	unplaced-scaffold	na	na	NKLS02001940.1	=	NW_020192024.1	Primary Assembly	12866	chrUn_NW_020192024v1
Leftover_ScbfJmS_726	unplaced-scaffold	na	na	NKLS02001941.1	=	NW_020192025.1	Primary Assembly	88978	chrUn_NW_020192025v1
Leftover_ScbfJmS_727	unplaced-scaffold	na	na	NKLS02001942.1	=	NW_020192026.1	Primary Assembly	17256	chrUn_NW_020192026v1
Leftover_ScbfJmS_728	unplaced-scaffold	na	na	NKLS02001943.1	=	NW_020192027.1	Primary Assembly	134960	chrUn_NW_020192027v1
Leftover_ScbfJmS_729	unplaced-scaffold	na	na	NKLS02001944.1	=	NW_020192028.1	Primary Assembly	14820	chrUn_NW_020192028v1
Leftover_ScbfJmS_73	unplaced-scaffold	na	na	NKLS02001945.1	=	NW_020192029.1	Primary Assembly	42803	chrUn_NW_020192029v1
Leftover_ScbfJmS_730	unplaced-scaffold	na	na	NKLS02001946.1	=	NW_020192030.1	Primary Assembly	16981	chrUn_NW_020192030v1
Leftover_ScbfJmS_731	unplaced-scaffold	na	na	NKLS02001947.1	=	NW_020192031.1	Primary Assembly	26948	chrUn_NW_020192031v1
Leftover_ScbfJmS_732	unplaced-scaffold	na	na	NKLS02001948.1	=	NW_020192032.1	Primary Assembly	7747	chrUn_NW_020192032v1
Leftover_ScbfJmS_734	unplaced-scaffold	na	na	NKLS02001949.1	=	NW_020192033.1	Primary Assembly	38298	chrUn_NW_020192033v1
Leftover_ScbfJmS_735	unplaced-scaffold	na	na	NKLS02001950.1	=	NW_020192034.1	Primary Assembly	11815	chrUn_NW_020192034v1
Leftover_ScbfJmS_736	unplaced-scaffold	na	na	NKLS02001951.1	=	NW_020192035.1	Primary Assembly	34682	chrUn_NW_020192035v1
Leftover_ScbfJmS_737	unplaced-scaffold	na	na	NKLS02001952.1	=	NW_020192036.1	Primary Assembly	11581	chrUn_NW_020192036v1
Leftover_ScbfJmS_738	unplaced-scaffold	na	na	NKLS02001953.1	=	NW_020192037.1	Primary Assembly	23434	chrUn_NW_020192037v1
Leftover_ScbfJmS_739	unplaced-scaffold	na	na	NKLS02001954.1	=	NW_020192038.1	Primary Assembly	19578	chrUn_NW_020192038v1
Leftover_ScbfJmS_74	unplaced-scaffold	na	na	NKLS02001955.1	=	NW_020192039.1	Primary Assembly	91352	chrUn_NW_020192039v1
Leftover_ScbfJmS_740	unplaced-scaffold	na	na	NKLS02001956.1	=	NW_020192040.1	Primary Assembly	7927	chrUn_NW_020192040v1
Leftover_ScbfJmS_741	unplaced-scaffold	na	na	NKLS02001957.1	=	NW_020192041.1	Primary Assembly	22882	chrUn_NW_020192041v1
Leftover_ScbfJmS_743	unplaced-scaffold	na	na	NKLS02001958.1	=	NW_020192042.1	Primary Assembly	7992	chrUn_NW_020192042v1
Leftover_ScbfJmS_744	unplaced-scaffold	na	na	NKLS02001959.1	=	NW_020192043.1	Primary Assembly	36390	chrUn_NW_020192043v1
Leftover_ScbfJmS_745	unplaced-scaffold	na	na	NKLS02001960.1	=	NW_020192044.1	Primary Assembly	23517	chrUn_NW_020192044v1
Leftover_ScbfJmS_746	unplaced-scaffold	na	na	NKLS02001961.1	=	NW_020192045.1	Primary Assembly	13049	chrUn_NW_020192045v1
Leftover_ScbfJmS_747_1491	unplaced-scaffold	na	na	NKLS02001962.1	=	NW_020192046.1	Primary Assembly	25768	chrUn_NW_020192046v1
Leftover_ScbfJmS_748	unplaced-scaffold	na	na	NKLS02001963.1	=	NW_020192047.1	Primary Assembly	4143	chrUn_NW_020192047v1
Leftover_ScbfJmS_75	unplaced-scaffold	na	na	NKLS02001964.1	=	NW_020192048.1	Primary Assembly	26474	chrUn_NW_020192048v1
Leftover_ScbfJmS_750	unplaced-scaffold	na	na	NKLS02001965.1	=	NW_020192049.1	Primary Assembly	15848	chrUn_NW_020192049v1
Leftover_ScbfJmS_751_609	unplaced-scaffold	na	na	NKLS02001966.1	=	NW_020192050.1	Primary Assembly	88334	chrUn_NW_020192050v1
Leftover_ScbfJmS_752	unplaced-scaffold	na	na	NKLS02001967.1	=	NW_020192051.1	Primary Assembly	167256	chrUn_NW_020192051v1
Leftover_ScbfJmS_753	unplaced-scaffold	na	na	NKLS02001968.1	=	NW_020192052.1	Primary Assembly	7025	chrUn_NW_020192052v1
Leftover_ScbfJmS_755	unplaced-scaffold	na	na	NKLS02001969.1	=	NW_020192053.1	Primary Assembly	26450	chrUn_NW_020192053v1
Leftover_ScbfJmS_756	unplaced-scaffold	na	na	NKLS02001970.1	=	NW_020192054.1	Primary Assembly	2688	chrUn_NW_020192054v1
Leftover_ScbfJmS_757	unplaced-scaffold	na	na	NKLS02001971.1	=	NW_020192055.1	Primary Assembly	9351	chrUn_NW_020192055v1
Leftover_ScbfJmS_758	unplaced-scaffold	na	na	NKLS02001972.1	=	NW_020192056.1	Primary Assembly	20260	chrUn_NW_020192056v1
Leftover_ScbfJmS_759	unplaced-scaffold	na	na	NKLS02001973.1	=	NW_020192057.1	Primary Assembly	110905	chrUn_NW_020192057v1
Leftover_ScbfJmS_76	unplaced-scaffold	na	na	NKLS02001974.1	=	NW_020192058.1	Primary Assembly	2436	chrUn_NW_020192058v1
Leftover_ScbfJmS_760	unplaced-scaffold	na	na	NKLS02001975.1	=	NW_020192059.1	Primary Assembly	21318	chrUn_NW_020192059v1
Leftover_ScbfJmS_761	unplaced-scaffold	na	na	NKLS02001976.1	=	NW_020192060.1	Primary Assembly	23354	chrUn_NW_020192060v1
Leftover_ScbfJmS_762	unplaced-scaffold	na	na	NKLS02001977.1	=	NW_020192061.1	Primary Assembly	16781	chrUn_NW_020192061v1
Leftover_ScbfJmS_764	unplaced-scaffold	na	na	NKLS02001978.1	=	NW_020192062.1	Primary Assembly	20247	chrUn_NW_020192062v1
Leftover_ScbfJmS_765	unplaced-scaffold	na	na	NKLS02001979.1	=	NW_020192063.1	Primary Assembly	15284	chrUn_NW_020192063v1
Leftover_ScbfJmS_766	unplaced-scaffold	na	na	NKLS02001980.1	=	NW_020192064.1	Primary Assembly	33162	chrUn_NW_020192064v1
Leftover_ScbfJmS_767	unplaced-scaffold	na	na	NKLS02001981.1	=	NW_020192065.1	Primary Assembly	25666	chrUn_NW_020192065v1
Leftover_ScbfJmS_769	unplaced-scaffold	na	na	NKLS02001982.1	=	NW_020192066.1	Primary Assembly	26940	chrUn_NW_020192066v1
Leftover_ScbfJmS_77	unplaced-scaffold	na	na	NKLS02001983.1	=	NW_020192067.1	Primary Assembly	4344	chrUn_NW_020192067v1
Leftover_ScbfJmS_770	unplaced-scaffold	na	na	NKLS02001984.1	=	NW_020192068.1	Primary Assembly	42078	chrUn_NW_020192068v1
Leftover_ScbfJmS_771	unplaced-scaffold	na	na	NKLS02001985.1	=	NW_020192069.1	Primary Assembly	21877	chrUn_NW_020192069v1
Leftover_ScbfJmS_772	unplaced-scaffold	na	na	NKLS02001986.1	=	NW_020192070.1	Primary Assembly	18608	chrUn_NW_020192070v1
Leftover_ScbfJmS_774	unplaced-scaffold	na	na	NKLS02001987.1	=	NW_020192071.1	Primary Assembly	1034	chrUn_NW_020192071v1
Leftover_ScbfJmS_776	unplaced-scaffold	na	na	NKLS02001988.1	=	NW_020192072.1	Primary Assembly	13978	chrUn_NW_020192072v1
Leftover_ScbfJmS_777	unplaced-scaffold	na	na	NKLS02001989.1	=	NW_020192073.1	Primary Assembly	66484	chrUn_NW_020192073v1
Leftover_ScbfJmS_778	unplaced-scaffold	na	na	NKLS02001990.1	=	NW_020192074.1	Primary Assembly	83000	chrUn_NW_020192074v1
Leftover_ScbfJmS_779	unplaced-scaffold	na	na	NKLS02001991.1	=	NW_020192075.1	Primary Assembly	197359	chrUn_NW_020192075v1
Leftover_ScbfJmS_78	unplaced-scaffold	na	na	NKLS02001992.1	=	NW_020192076.1	Primary Assembly	6422	chrUn_NW_020192076v1
Leftover_ScbfJmS_781	unplaced-scaffold	na	na	NKLS02001993.1	=	NW_020192077.1	Primary Assembly	138746	chrUn_NW_020192077v1
Leftover_ScbfJmS_782	unplaced-scaffold	na	na	NKLS02001994.1	=	NW_020192078.1	Primary Assembly	45776	chrUn_NW_020192078v1
Leftover_ScbfJmS_783	unplaced-scaffold	na	na	NKLS02001995.1	=	NW_020192079.1	Primary Assembly	20597	chrUn_NW_020192079v1
Leftover_ScbfJmS_784	unplaced-scaffold	na	na	NKLS02001996.1	=	NW_020192080.1	Primary Assembly	11735	chrUn_NW_020192080v1
Leftover_ScbfJmS_785	unplaced-scaffold	na	na	NKLS02001997.1	=	NW_020192081.1	Primary Assembly	27031	chrUn_NW_020192081v1
Leftover_ScbfJmS_786_1697	unplaced-scaffold	na	na	NKLS02001998.1	=	NW_020192082.1	Primary Assembly	50099	chrUn_NW_020192082v1
Leftover_ScbfJmS_787	unplaced-scaffold	na	na	NKLS02001999.1	=	NW_020192083.1	Primary Assembly	15926	chrUn_NW_020192083v1
Leftover_ScbfJmS_788	unplaced-scaffold	na	na	NKLS02002000.1	=	NW_020192084.1	Primary Assembly	40968	chrUn_NW_020192084v1
Leftover_ScbfJmS_789	unplaced-scaffold	na	na	NKLS02002001.1	=	NW_020192085.1	Primary Assembly	16817	chrUn_NW_020192085v1
Leftover_ScbfJmS_79	unplaced-scaffold	na	na	NKLS02002002.1	=	NW_020192086.1	Primary Assembly	9560	chrUn_NW_020192086v1
Leftover_ScbfJmS_790	unplaced-scaffold	na	na	NKLS02002003.1	=	NW_020192087.1	Primary Assembly	36996	chrUn_NW_020192087v1
Leftover_ScbfJmS_791	unplaced-scaffold	na	na	NKLS02002004.1	=	NW_020192088.1	Primary Assembly	11281	chrUn_NW_020192088v1
Leftover_ScbfJmS_792	unplaced-scaffold	na	na	NKLS02002005.1	=	NW_020192089.1	Primary Assembly	116098	chrUn_NW_020192089v1
Leftover_ScbfJmS_793	unplaced-scaffold	na	na	NKLS02002006.1	=	NW_020192090.1	Primary Assembly	5540	chrUn_NW_020192090v1
Leftover_ScbfJmS_794	unplaced-scaffold	na	na	NKLS02002007.1	=	NW_020192091.1	Primary Assembly	39676	chrUn_NW_020192091v1
Leftover_ScbfJmS_795	unplaced-scaffold	na	na	NKLS02002008.1	=	NW_020192092.1	Primary Assembly	58382	chrUn_NW_020192092v1
Leftover_ScbfJmS_796	unplaced-scaffold	na	na	NKLS02002009.1	=	NW_020192093.1	Primary Assembly	7212	chrUn_NW_020192093v1
Leftover_ScbfJmS_798	unplaced-scaffold	na	na	NKLS02002010.1	=	NW_020192094.1	Primary Assembly	6686	chrUn_NW_020192094v1
Leftover_ScbfJmS_799	unplaced-scaffold	na	na	NKLS02002011.1	=	NW_020192095.1	Primary Assembly	67070	chrUn_NW_020192095v1
Leftover_ScbfJmS_8	unplaced-scaffold	na	na	NKLS02002012.1	=	NW_020192096.1	Primary Assembly	70239	chrUn_NW_020192096v1
Leftover_ScbfJmS_80	unplaced-scaffold	na	na	NKLS02002013.1	=	NW_020192097.1	Primary Assembly	19489	chrUn_NW_020192097v1
Leftover_ScbfJmS_800	unplaced-scaffold	na	na	NKLS02002014.1	=	NW_020192098.1	Primary Assembly	14477	chrUn_NW_020192098v1
Leftover_ScbfJmS_802	unplaced-scaffold	na	na	NKLS02002015.1	=	NW_020192099.1	Primary Assembly	18253	chrUn_NW_020192099v1
Leftover_ScbfJmS_803	unplaced-scaffold	na	na	NKLS02002016.1	=	NW_020192100.1	Primary Assembly	15061	chrUn_NW_020192100v1
Leftover_ScbfJmS_804	unplaced-scaffold	na	na	NKLS02002017.1	=	NW_020192101.1	Primary Assembly	15857	chrUn_NW_020192101v1
Leftover_ScbfJmS_805	unplaced-scaffold	na	na	NKLS02002018.1	=	NW_020192102.1	Primary Assembly	9801	chrUn_NW_020192102v1
Leftover_ScbfJmS_806	unplaced-scaffold	na	na	NKLS02002019.1	=	NW_020192103.1	Primary Assembly	42124	chrUn_NW_020192103v1
Leftover_ScbfJmS_807	unplaced-scaffold	na	na	NKLS02002020.1	=	NW_020192104.1	Primary Assembly	11483	chrUn_NW_020192104v1
Leftover_ScbfJmS_808	unplaced-scaffold	na	na	NKLS02002021.1	=	NW_020192105.1	Primary Assembly	15255	chrUn_NW_020192105v1
Leftover_ScbfJmS_809	unplaced-scaffold	na	na	NKLS02002022.1	=	NW_020192106.1	Primary Assembly	29438	chrUn_NW_020192106v1
Leftover_ScbfJmS_81	unplaced-scaffold	na	na	NKLS02002023.1	=	NW_020192107.1	Primary Assembly	12404	chrUn_NW_020192107v1
Leftover_ScbfJmS_810	unplaced-scaffold	na	na	NKLS02002024.1	=	NW_020192108.1	Primary Assembly	17728	chrUn_NW_020192108v1
Leftover_ScbfJmS_811	unplaced-scaffold	na	na	NKLS02002025.1	=	NW_020192109.1	Primary Assembly	17011	chrUn_NW_020192109v1
Leftover_ScbfJmS_812	unplaced-scaffold	na	na	NKLS02002026.1	=	NW_020192110.1	Primary Assembly	13811	chrUn_NW_020192110v1
Leftover_ScbfJmS_814	unplaced-scaffold	na	na	NKLS02002027.1	=	NW_020192111.1	Primary Assembly	26644	chrUn_NW_020192111v1
Leftover_ScbfJmS_815	unplaced-scaffold	na	na	NKLS02002028.1	=	NW_020192112.1	Primary Assembly	18889	chrUn_NW_020192112v1
Leftover_ScbfJmS_816	unplaced-scaffold	na	na	NKLS02002029.1	=	NW_020192113.1	Primary Assembly	18376	chrUn_NW_020192113v1
Leftover_ScbfJmS_817	unplaced-scaffold	na	na	NKLS02002030.1	=	NW_020192114.1	Primary Assembly	39271	chrUn_NW_020192114v1
Leftover_ScbfJmS_818	unplaced-scaffold	na	na	NKLS02002031.1	=	NW_020192115.1	Primary Assembly	25988	chrUn_NW_020192115v1
Leftover_ScbfJmS_819	unplaced-scaffold	na	na	NKLS02002032.1	=	NW_020192116.1	Primary Assembly	11967	chrUn_NW_020192116v1
Leftover_ScbfJmS_82	unplaced-scaffold	na	na	NKLS02002033.1	=	NW_020192117.1	Primary Assembly	2740	chrUn_NW_020192117v1
Leftover_ScbfJmS_822	unplaced-scaffold	na	na	NKLS02002034.1	=	NW_020192118.1	Primary Assembly	12533	chrUn_NW_020192118v1
Leftover_ScbfJmS_823	unplaced-scaffold	na	na	NKLS02002035.1	=	NW_020192119.1	Primary Assembly	25114	chrUn_NW_020192119v1
Leftover_ScbfJmS_824	unplaced-scaffold	na	na	NKLS02002036.1	=	NW_020192120.1	Primary Assembly	25598	chrUn_NW_020192120v1
Leftover_ScbfJmS_825	unplaced-scaffold	na	na	NKLS02002037.1	=	NW_020192121.1	Primary Assembly	13135	chrUn_NW_020192121v1
Leftover_ScbfJmS_826	unplaced-scaffold	na	na	NKLS02002038.1	=	NW_020192122.1	Primary Assembly	69815	chrUn_NW_020192122v1
Leftover_ScbfJmS_827	unplaced-scaffold	na	na	NKLS02002039.1	=	NW_020192123.1	Primary Assembly	19421	chrUn_NW_020192123v1
Leftover_ScbfJmS_828	unplaced-scaffold	na	na	NKLS02002040.1	=	NW_020192124.1	Primary Assembly	72104	chrUn_NW_020192124v1
Leftover_ScbfJmS_829	unplaced-scaffold	na	na	NKLS02002041.1	=	NW_020192125.1	Primary Assembly	185229	chrUn_NW_020192125v1
Leftover_ScbfJmS_83	unplaced-scaffold	na	na	NKLS02002042.1	=	NW_020192126.1	Primary Assembly	14973	chrUn_NW_020192126v1
Leftover_ScbfJmS_830	unplaced-scaffold	na	na	NKLS02002043.1	=	NW_020192127.1	Primary Assembly	21035	chrUn_NW_020192127v1
Leftover_ScbfJmS_831	unplaced-scaffold	na	na	NKLS02002044.1	=	NW_020192128.1	Primary Assembly	4556	chrUn_NW_020192128v1
Leftover_ScbfJmS_832	unplaced-scaffold	na	na	NKLS02002045.1	=	NW_020192129.1	Primary Assembly	15131	chrUn_NW_020192129v1
Leftover_ScbfJmS_833	unplaced-scaffold	na	na	NKLS02002046.1	=	NW_020192130.1	Primary Assembly	28374	chrUn_NW_020192130v1
Leftover_ScbfJmS_834	unplaced-scaffold	na	na	NKLS02002047.1	=	NW_020192131.1	Primary Assembly	21949	chrUn_NW_020192131v1
Leftover_ScbfJmS_835	unplaced-scaffold	na	na	NKLS02002048.1	=	NW_020192132.1	Primary Assembly	25301	chrUn_NW_020192132v1
Leftover_ScbfJmS_837	unplaced-scaffold	na	na	NKLS02002049.1	=	NW_020192133.1	Primary Assembly	140885	chrUn_NW_020192133v1
Leftover_ScbfJmS_838	unplaced-scaffold	na	na	NKLS02002050.1	=	NW_020192134.1	Primary Assembly	14678	chrUn_NW_020192134v1
Leftover_ScbfJmS_839	unplaced-scaffold	na	na	NKLS02002051.1	=	NW_020192135.1	Primary Assembly	7927	chrUn_NW_020192135v1
Leftover_ScbfJmS_84	unplaced-scaffold	na	na	NKLS02002052.1	=	NW_020192136.1	Primary Assembly	31595	chrUn_NW_020192136v1
Leftover_ScbfJmS_840	unplaced-scaffold	na	na	NKLS02002053.1	=	NW_020192137.1	Primary Assembly	21559	chrUn_NW_020192137v1
Leftover_ScbfJmS_841	unplaced-scaffold	na	na	NKLS02002054.1	=	NW_020192138.1	Primary Assembly	8472	chrUn_NW_020192138v1
Leftover_ScbfJmS_842	unplaced-scaffold	na	na	NKLS02002055.1	=	NW_020192139.1	Primary Assembly	14189	chrUn_NW_020192139v1
Leftover_ScbfJmS_844	unplaced-scaffold	na	na	NKLS02002056.1	=	NW_020192140.1	Primary Assembly	26346	chrUn_NW_020192140v1
Leftover_ScbfJmS_845	unplaced-scaffold	na	na	NKLS02002057.1	=	NW_020192141.1	Primary Assembly	14030	chrUn_NW_020192141v1
Leftover_ScbfJmS_847	unplaced-scaffold	na	na	NKLS02002058.1	=	NW_020192142.1	Primary Assembly	16512	chrUn_NW_020192142v1
Leftover_ScbfJmS_849	unplaced-scaffold	na	na	NKLS02002059.1	=	NW_020192143.1	Primary Assembly	7112	chrUn_NW_020192143v1
Leftover_ScbfJmS_850	unplaced-scaffold	na	na	NKLS02002060.1	=	NW_020192144.1	Primary Assembly	4730	chrUn_NW_020192144v1
Leftover_ScbfJmS_852	unplaced-scaffold	na	na	NKLS02002061.1	=	NW_020192145.1	Primary Assembly	32330	chrUn_NW_020192145v1
Leftover_ScbfJmS_854	unplaced-scaffold	na	na	NKLS02002062.1	=	NW_020192146.1	Primary Assembly	35486	chrUn_NW_020192146v1
Leftover_ScbfJmS_855	unplaced-scaffold	na	na	NKLS02002063.1	=	NW_020192147.1	Primary Assembly	159420	chrUn_NW_020192147v1
Leftover_ScbfJmS_856	unplaced-scaffold	na	na	NKLS02002064.1	=	NW_020192148.1	Primary Assembly	10319	chrUn_NW_020192148v1
Leftover_ScbfJmS_857	unplaced-scaffold	na	na	NKLS02002065.1	=	NW_020192149.1	Primary Assembly	21057	chrUn_NW_020192149v1
Leftover_ScbfJmS_858	unplaced-scaffold	na	na	NKLS02002066.1	=	NW_020192150.1	Primary Assembly	40174	chrUn_NW_020192150v1
Leftover_ScbfJmS_859	unplaced-scaffold	na	na	NKLS02002067.1	=	NW_020192151.1	Primary Assembly	1369	chrUn_NW_020192151v1
Leftover_ScbfJmS_86	unplaced-scaffold	na	na	NKLS02002068.1	=	NW_020192152.1	Primary Assembly	21276	chrUn_NW_020192152v1
Leftover_ScbfJmS_860	unplaced-scaffold	na	na	NKLS02002069.1	=	NW_020192153.1	Primary Assembly	27199	chrUn_NW_020192153v1
Leftover_ScbfJmS_862	unplaced-scaffold	na	na	NKLS02002070.1	=	NW_020192154.1	Primary Assembly	17034	chrUn_NW_020192154v1
Leftover_ScbfJmS_863	unplaced-scaffold	na	na	NKLS02002071.1	=	NW_020192155.1	Primary Assembly	48034	chrUn_NW_020192155v1
Leftover_ScbfJmS_865	unplaced-scaffold	na	na	NKLS02002072.1	=	NW_020192156.1	Primary Assembly	54979	chrUn_NW_020192156v1
Leftover_ScbfJmS_867	unplaced-scaffold	na	na	NKLS02002073.1	=	NW_020192157.1	Primary Assembly	32672	chrUn_NW_020192157v1
Leftover_ScbfJmS_868	unplaced-scaffold	na	na	NKLS02002074.1	=	NW_020192158.1	Primary Assembly	33023	chrUn_NW_020192158v1
Leftover_ScbfJmS_87	unplaced-scaffold	na	na	NKLS02002075.1	=	NW_020192159.1	Primary Assembly	43078	chrUn_NW_020192159v1
Leftover_ScbfJmS_870	unplaced-scaffold	na	na	NKLS02002076.1	=	NW_020192160.1	Primary Assembly	35047	chrUn_NW_020192160v1
Leftover_ScbfJmS_871	unplaced-scaffold	na	na	NKLS02002077.1	=	NW_020192161.1	Primary Assembly	4355	chrUn_NW_020192161v1
Leftover_ScbfJmS_872	unplaced-scaffold	na	na	NKLS02002078.1	=	NW_020192162.1	Primary Assembly	8557	chrUn_NW_020192162v1
Leftover_ScbfJmS_873	unplaced-scaffold	na	na	NKLS02002079.1	=	NW_020192163.1	Primary Assembly	7130	chrUn_NW_020192163v1
Leftover_ScbfJmS_875	unplaced-scaffold	na	na	NKLS02002080.1	=	NW_020192164.1	Primary Assembly	23713	chrUn_NW_020192164v1
Leftover_ScbfJmS_876	unplaced-scaffold	na	na	NKLS02002081.1	=	NW_020192165.1	Primary Assembly	16920	chrUn_NW_020192165v1
Leftover_ScbfJmS_877	unplaced-scaffold	na	na	NKLS02002082.1	=	NW_020192166.1	Primary Assembly	11488	chrUn_NW_020192166v1
Leftover_ScbfJmS_878	unplaced-scaffold	na	na	NKLS02002083.1	=	NW_020192167.1	Primary Assembly	15840	chrUn_NW_020192167v1
Leftover_ScbfJmS_881	unplaced-scaffold	na	na	NKLS02002084.1	=	NW_020192168.1	Primary Assembly	13421	chrUn_NW_020192168v1
Leftover_ScbfJmS_882	unplaced-scaffold	na	na	NKLS02002085.1	=	NW_020192169.1	Primary Assembly	46484	chrUn_NW_020192169v1
Leftover_ScbfJmS_883	unplaced-scaffold	na	na	NKLS02002086.1	=	NW_020192170.1	Primary Assembly	30794	chrUn_NW_020192170v1
Leftover_ScbfJmS_884_780	unplaced-scaffold	na	na	NKLS02002087.1	=	NW_020192171.1	Primary Assembly	37770	chrUn_NW_020192171v1
Leftover_ScbfJmS_885	unplaced-scaffold	na	na	NKLS02002088.1	=	NW_020192172.1	Primary Assembly	18096	chrUn_NW_020192172v1
Leftover_ScbfJmS_886	unplaced-scaffold	na	na	NKLS02002089.1	=	NW_020192173.1	Primary Assembly	11762	chrUn_NW_020192173v1
Leftover_ScbfJmS_888	unplaced-scaffold	na	na	NKLS02002090.1	=	NW_020192174.1	Primary Assembly	26996	chrUn_NW_020192174v1
Leftover_ScbfJmS_889	unplaced-scaffold	na	na	NKLS02002091.1	=	NW_020192175.1	Primary Assembly	11666	chrUn_NW_020192175v1
Leftover_ScbfJmS_89	unplaced-scaffold	na	na	NKLS02002092.1	=	NW_020192176.1	Primary Assembly	7643	chrUn_NW_020192176v1
Leftover_ScbfJmS_890	unplaced-scaffold	na	na	NKLS02002093.1	=	NW_020192177.1	Primary Assembly	42318	chrUn_NW_020192177v1
Leftover_ScbfJmS_893	unplaced-scaffold	na	na	NKLS02002094.1	=	NW_020192178.1	Primary Assembly	22156	chrUn_NW_020192178v1
Leftover_ScbfJmS_894	unplaced-scaffold	na	na	NKLS02002095.1	=	NW_020192179.1	Primary Assembly	15913	chrUn_NW_020192179v1
Leftover_ScbfJmS_895	unplaced-scaffold	na	na	NKLS02002096.1	=	NW_020192180.1	Primary Assembly	51823	chrUn_NW_020192180v1
Leftover_ScbfJmS_896	unplaced-scaffold	na	na	NKLS02002097.1	=	NW_020192181.1	Primary Assembly	26412	chrUn_NW_020192181v1
Leftover_ScbfJmS_897	unplaced-scaffold	na	na	NKLS02002098.1	=	NW_020192182.1	Primary Assembly	13417	chrUn_NW_020192182v1
Leftover_ScbfJmS_898	unplaced-scaffold	na	na	NKLS02002099.1	=	NW_020192183.1	Primary Assembly	12965	chrUn_NW_020192183v1
Leftover_ScbfJmS_899	unplaced-scaffold	na	na	NKLS02002100.1	=	NW_020192184.1	Primary Assembly	53791	chrUn_NW_020192184v1
Leftover_ScbfJmS_9	unplaced-scaffold	na	na	NKLS02002101.1	=	NW_020192185.1	Primary Assembly	44356	chrUn_NW_020192185v1
